species	tissue_class	tissue_type	uberonongology_id	cancer_type	cell_type	cell_name	cellontology_id	marker	Symbol	GeneID	Genetype	Genename	UNIPROTID	technology_seq	marker_source	PMID	Title	journal	year
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Osteocyte	CL_0000137	Cd14	Cd14	12475	protein_coding	CD14 antigen	P10810	10x Chromium	Experiment	32097654	Cellular Heterogeneity and Lineage Restriction during Mouse Digit Tip Regeneration at Single-Cell Resolution	Developmental cell	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	T cell	CL_0000084	Icos	Icos	54167	protein_coding	inducible T cell co-stimulator	Q3V3X2	10x Chromium	Experiment	32097654	Cellular Heterogeneity and Lineage Restriction during Mouse Digit Tip Regeneration at Single-Cell Resolution	Developmental cell	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Osteocyte	CL_0000137	Ibsp	Ibsp	15891	protein_coding	integrin binding sialoprotein	Q61711	10x Chromium	Experiment	32097654	Cellular Heterogeneity and Lineage Restriction during Mouse Digit Tip Regeneration at Single-Cell Resolution	Developmental cell	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Macrophage	CL_0000235	Lyz2	Lyz2	17105	protein_coding	lysozyme 2	A0A077S2U6	10x Chromium	Experiment	32097654	Cellular Heterogeneity and Lineage Restriction during Mouse Digit Tip Regeneration at Single-Cell Resolution	Developmental cell	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Schwann cell	CL_0002573	Plp1	Plp1	18823	protein_coding	proteolipid protein (myelin) 1	P60202	10x Chromium	Experiment	32097654	Cellular Heterogeneity and Lineage Restriction during Mouse Digit Tip Regeneration at Single-Cell Resolution	Developmental cell	2020
Mouse	Bone	Cartilage	UBERON_0002418	Normal	Normal cell	Chondrocyte	CL_0000138	Aggrecan						None	Experiment	32371389	BCP crystals promote chondrocyte hypertrophic differentiation in OA cartilage by sequestering Wnt3a	Annals of the rheumatic diseases	2020
Mouse	Bone	Cartilage	UBERON_0002418	Normal	Normal cell	Chondrocyte	CL_0000138	Sox9	Sox9	20682	protein_coding	SRY (sex determining region Y)-box 9	Q04887	None	Experiment	32371389	BCP crystals promote chondrocyte hypertrophic differentiation in OA cartilage by sequestering Wnt3a	Annals of the rheumatic diseases	2020
Mouse	Bone	Cartilage	UBERON_0002418	Normal	Normal cell	Chondrocyte	CL_0000138	Col2	Col2a1	12824	protein_coding	"collagen, type II, alpha 1"	P28481	None	Experiment	32371389	BCP crystals promote chondrocyte hypertrophic differentiation in OA cartilage by sequestering Wnt3a	Annals of the rheumatic diseases	2020
Mouse	Bone	Cartilage	UBERON_0002418	Normal	Normal cell	Chondrocyte	CL_0000617	Axin2	Axin2	12006	protein_coding	axin 2	O88566	None	Experiment	32371389	BCP crystals promote chondrocyte hypertrophic differentiation in OA cartilage by sequestering Wnt3a	Annals of the rheumatic diseases	2020
Mouse	Bone	Cartilage	UBERON_0002418	Normal	Normal cell	Chondrocyte	CL_0000138	MMP13						None	Experiment	32371389	BCP crystals promote chondrocyte hypertrophic differentiation in OA cartilage by sequestering Wnt3a	Annals of the rheumatic diseases	2020
Mouse	Bone	Cartilage	UBERON_0002418	Normal	Normal cell	Chondrocyte	CL_0000138	ColX						None	Experiment	32371389	BCP crystals promote chondrocyte hypertrophic differentiation in OA cartilage by sequestering Wnt3a	Annals of the rheumatic diseases	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Myofibroblast	CL_0000186	Acta2	Acta2	11475	protein_coding	"actin alpha 2, smooth muscle, aorta"	P62737	None	Experiment	32640236	Integrated Transcriptome and Network Analysis Reveals Spatiotemporal Dynamics of Calvarial Suturogenesis	Cell reports	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Myofibroblast	CL_0000186	Lgr5	Lgr5	14160	protein_coding	leucine rich repeat containing G protein coupled receptor 5	Q9Z1P4	None	Experiment	32640236	Integrated Transcriptome and Network Analysis Reveals Spatiotemporal Dynamics of Calvarial Suturogenesis	Cell reports	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Myofibroblast	CL_0000186	Lrig1	Lrig1	16206	protein_coding	leucine-rich repeats and immunoglobulin-like domains 1	P70193	None	Experiment	32640236	Integrated Transcriptome and Network Analysis Reveals Spatiotemporal Dynamics of Calvarial Suturogenesis	Cell reports	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Myofibroblast	CL_0000186	Postn	Postn	50706	protein_coding	"periostin, osteoblast specific factor"	Q62009	None	Experiment	32640236	Integrated Transcriptome and Network Analysis Reveals Spatiotemporal Dynamics of Calvarial Suturogenesis	Cell reports	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Myofibroblast	CL_0000186	Col4a1	Col4a1	12826	protein_coding	"collagen, type IV, alpha 1"	P02463	None	Experiment	32640236	Integrated Transcriptome and Network Analysis Reveals Spatiotemporal Dynamics of Calvarial Suturogenesis	Cell reports	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Myofibroblast	CL_0000186	Fn1	Fn1	14268	protein_coding	fibronectin 1	A0A087WR50	None	Experiment	32640236	Integrated Transcriptome and Network Analysis Reveals Spatiotemporal Dynamics of Calvarial Suturogenesis	Cell reports	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Myofibroblast	CL_0000186	Itgb5	Itgb5	16419	protein_coding	integrin beta 5	O70309	None	Experiment	32640236	Integrated Transcriptome and Network Analysis Reveals Spatiotemporal Dynamics of Calvarial Suturogenesis	Cell reports	2020
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Endothelial cell	CL_0000115	Eng	Eng	13805	protein_coding	endoglin	Q3UAM9	10x Chromium	Experiment	33561425	Endothelium-derived stromal cells contribute to hematopoietic bone marrow niche formation	Cell stem cell	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Stromal cell	CL_0000499	Prrx1	Prrx1	18933	protein_coding	paired related homeobox 1	G3UZ44	10x Chromium	Experiment	33561425	Endothelium-derived stromal cells contribute to hematopoietic bone marrow niche formation	Cell stem cell	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Endothelial cell	CL_0000115	Cdh5	Cdh5	12562	protein_coding	cadherin 5	P55284	10x Chromium	Experiment	33561425	Endothelium-derived stromal cells contribute to hematopoietic bone marrow niche formation	Cell stem cell	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Stromal cell	CL_0000499	Cspg4	Cspg4	121021	protein_coding	chondroitin sulfate proteoglycan 4	Q3URZ9	10x Chromium	Experiment	33561425	Endothelium-derived stromal cells contribute to hematopoietic bone marrow niche formation	Cell stem cell	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Stromal cell	CL_0000499	Col1a1	Col1a1	12842	protein_coding	"collagen, type I, alpha 1"	P11087	10x Chromium	Experiment	33561425	Endothelium-derived stromal cells contribute to hematopoietic bone marrow niche formation	Cell stem cell	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Stromal cell	CL_0000499	Pdgfra	Pdgfra	18595	protein_coding	"platelet derived growth factor receptor, alpha polypeptide"	P26618	10x Chromium	Experiment	33561425	Endothelium-derived stromal cells contribute to hematopoietic bone marrow niche formation	Cell stem cell	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Endothelial cell	CL_0000115	Pecam1	Pecam1	18613	protein_coding	platelet/endothelial cell adhesion molecule 1	Q08481	10x Chromium	Experiment	33561425	Endothelium-derived stromal cells contribute to hematopoietic bone marrow niche formation	Cell stem cell	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Stromal cell	CL_0000499	Fap	Fap	14089	protein_coding	fibroblast activation protein	P97321	10x Chromium	Experiment	33561425	Endothelium-derived stromal cells contribute to hematopoietic bone marrow niche formation	Cell stem cell	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Bone cell	CL_0001035	Col2a1	Col2a1	12824	protein_coding	"collagen, type II, alpha 1"	P28481	Single-cell sequencing	Experiment	33563697	Activin A promotes the development of acquired heterotopic ossification and is an effective target for disease attenuation in mice	Science signaling	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Bone cell	CL_0001035	Col10a1	Col10a1	12813	protein_coding	"collagen, type X, alpha 1"	Q05306	Single-cell sequencing	Experiment	33563697	Activin A promotes the development of acquired heterotopic ossification and is an effective target for disease attenuation in mice	Science signaling	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Early mesenchymal cell		Ly6a	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533	Single-cell sequencing	Experiment	33563697	Activin A promotes the development of acquired heterotopic ossification and is an effective target for disease attenuation in mice	Science signaling	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Early mesenchymal cell		Cd34	Cd34	12490	protein_coding	CD34 antigen	Q543Y2	Single-cell sequencing	Experiment	33563697	Activin A promotes the development of acquired heterotopic ossification and is an effective target for disease attenuation in mice	Science signaling	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Bone cell	CL_0001035	Col1a1	Col1a1	12842	protein_coding	"collagen, type I, alpha 1"	P11087	Single-cell sequencing	Experiment	33563697	Activin A promotes the development of acquired heterotopic ossification and is an effective target for disease attenuation in mice	Science signaling	2021
Mouse	Bone	Femur bone		Normal	Normal cell	Osteoclast	CL_0000092	TRAP	Acp5	11433	protein_coding	"acid phosphatase 5, tartrate resistant"	Q05117	None	Experiment	33637693	Nrf2 epigenetic derepression induced by running exercise protects against osteoporosis	Bone research	2021
Mouse	Bone	Mandibular alveolar bone		Normal	Normal cell	Dendritic cell	CL_0000451	Siglech	Siglech	233274	protein_coding	sialic acid binding Ig-like lectin H	A0A4W8	10x Chromium	Experiment	33723232	Mapping the immune microenvironment for mandibular alveolar bone homeostasis at single-cell resolution	Bone research	2021
Mouse	Bone	Mandibular alveolar bone		Normal	Normal cell	Macrophage	CL_0000235	Csf1r	Csf1r	12978	protein_coding	colony stimulating factor 1 receptor	P09581	10x Chromium	Experiment	33723232	Mapping the immune microenvironment for mandibular alveolar bone homeostasis at single-cell resolution	Bone research	2021
Mouse	Bone	Mandibular alveolar bone		Normal	Normal cell	Natural killer cell	CL_0000623	Klrd1	Klrd1	16643	protein_coding	"killer cell lectin-like receptor, subfamily D, member 1"	O54707	10x Chromium	Experiment	33723232	Mapping the immune microenvironment for mandibular alveolar bone homeostasis at single-cell resolution	Bone research	2021
Mouse	Bone	Mandibular alveolar bone		Normal	Normal cell	B cell	CL_0000236	Siglech	Siglech	233274	protein_coding	sialic acid binding Ig-like lectin H	A0A4W8	10x Chromium	Experiment	33723232	Mapping the immune microenvironment for mandibular alveolar bone homeostasis at single-cell resolution	Bone research	2021
Mouse	Bone	Mandibular alveolar bone		Normal	Normal cell	T cell	CL_0000084	Cd3g	Cd3g	12502	protein_coding	"CD3 antigen, gamma polypeptide"	P11942	10x Chromium	Experiment	33723232	Mapping the immune microenvironment for mandibular alveolar bone homeostasis at single-cell resolution	Bone research	2021
Mouse	Bone	Mandibular alveolar bone		Normal	Normal cell	Megakaryocyte	CL_0000556	Ms4a2	Ms4a2	12482	protein_coding	"membrane-spanning 4-domains, subfamily A, member 1"	P19437	10x Chromium	Experiment	33723232	Mapping the immune microenvironment for mandibular alveolar bone homeostasis at single-cell resolution	Bone research	2021
Mouse	Bone	Mandibular alveolar bone		Normal	Normal cell	Mesenchymal cell	CL_0008019	Col1a1	Col1a1	12842	protein_coding	"collagen, type I, alpha 1"	P11087	10x Chromium	Experiment	33723232	Mapping the immune microenvironment for mandibular alveolar bone homeostasis at single-cell resolution	Bone research	2021
Mouse	Bone	Mandibular alveolar bone		Normal	Normal cell	Red blood cell (erythrocyte)	CL_0000232	Hbb-bt	Hbb-bt	101488143	protein_coding	"hemoglobin, beta adult t chain"	A8DUK4	10x Chromium	Experiment	33723232	Mapping the immune microenvironment for mandibular alveolar bone homeostasis at single-cell resolution	Bone research	2021
Mouse	Bone	Mandibular alveolar bone		Normal	Normal cell	Neutrophil	CL_0000775	S100a8	S100a8	20201	protein_coding	S100 calcium binding protein A8 (calgranulin A)	P27005	10x Chromium	Experiment	33723232	Mapping the immune microenvironment for mandibular alveolar bone homeostasis at single-cell resolution	Bone research	2021
Mouse	Bone	Mandibular alveolar bone		Normal	Normal cell	Myeloid cell	CL_0000763	Mpo	Mpo	17523	protein_coding	myeloperoxidase	P11247	10x Chromium	Experiment	33723232	Mapping the immune microenvironment for mandibular alveolar bone homeostasis at single-cell resolution	Bone research	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Osteoblast	CL_0000062	Ocn						None	Experiment	33811248	Hypoxia-inducible factor-2¦Á mediates senescence-associated intrinsic mechanisms of age-related bone loss	Experimental & molecular medicine	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Osteoclast	CL_0000092	Trap	Ssr4	20832	protein_coding	"signal sequence receptor, delta"	Q9D8L3	None	Experiment	33811248	Hypoxia-inducible factor-2¦Á mediates senescence-associated intrinsic mechanisms of age-related bone loss	Experimental & molecular medicine	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Osteoblast	CL_0000062	Runx2	Runx2	12393	protein_coding	runt related transcription factor 2	F8WHN7	None	Experiment	33811248	Hypoxia-inducible factor-2¦Á mediates senescence-associated intrinsic mechanisms of age-related bone loss	Experimental & molecular medicine	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Embryonic stem cell	CL_0002322	Lhx3	Lhx3	16871	protein_coding	LIM homeobox protein 3	A2ALD8	10x Chromium	Experiment	33931636	Single nucleus RNA-sequencing defines unexpected diversity of cholinergic neuron types in the adult mouse spinal cord	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Embryonic stem cell	CL_0002322	Isl1	Isl1	16392	protein_coding	"ISL1 transcription factor, LIM/homeodomain"	A2RSV5	10x Chromium	Experiment	33931636	Single nucleus RNA-sequencing defines unexpected diversity of cholinergic neuron types in the adult mouse spinal cord	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Embryonic stem cell	CL_0002322	Isl2	Isl2	104360	protein_coding	insulin related protein 2 (islet 2)	Q0VAX2	10x Chromium	Experiment	33931636	Single nucleus RNA-sequencing defines unexpected diversity of cholinergic neuron types in the adult mouse spinal cord	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Embryonic stem cell	CL_0002322	Alcam	Alcam	11658	protein_coding	activated leukocyte cell adhesion molecule	E9Q3Q6	10x Chromium	Experiment	33931636	Single nucleus RNA-sequencing defines unexpected diversity of cholinergic neuron types in the adult mouse spinal cord	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Embryonic stem cell	CL_0002322	Mnx1	Mnx1	15285	protein_coding	motor neuron and pancreas homeobox 1	A2RSX2	10x Chromium	Experiment	33931636	Single nucleus RNA-sequencing defines unexpected diversity of cholinergic neuron types in the adult mouse spinal cord	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Embryonic stem cell	CL_0002322	Foxp1	Foxp1	108655	protein_coding	forkhead box P1	A0A0R4J1H9	10x Chromium	Experiment	33931636	Single nucleus RNA-sequencing defines unexpected diversity of cholinergic neuron types in the adult mouse spinal cord	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	SLAM Hematopoietic stem cell(SLAM-HSC)		Sca-1	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533	None	Experiment	34002698	HSPCs display within-family homogeneity in differentiation and proliferation despite population heterogeneity	eLife	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	ST Hematopoietic stem cell(ST-HSC)		c-Kit						None	Experiment	34002698	HSPCs display within-family homogeneity in differentiation and proliferation despite population heterogeneity	eLife	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	SLAM Hematopoietic stem cell(SLAM-HSC)		CD150	Slamf1	27218	protein_coding	signaling lymphocytic activation molecule family member 1	Q544K1	None	Experiment	34002698	HSPCs display within-family homogeneity in differentiation and proliferation despite population heterogeneity	eLife	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	SLAM Hematopoietic stem cell(SLAM-HSC)		c-Kit						None	Experiment	34002698	HSPCs display within-family homogeneity in differentiation and proliferation despite population heterogeneity	eLife	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	ST Hematopoietic stem cell(ST-HSC)		Sca-1	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533	None	Experiment	34002698	HSPCs display within-family homogeneity in differentiation and proliferation despite population heterogeneity	eLife	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Multipotent progenitor cell	CL_0000837	Sca-1	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533	None	Experiment	34002698	HSPCs display within-family homogeneity in differentiation and proliferation despite population heterogeneity	eLife	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Multipotent progenitor cell	CL_0000837	Flt3	Flt3	14255	protein_coding	FMS-like tyrosine kinase 3	Q00342	None	Experiment	34002698	HSPCs display within-family homogeneity in differentiation and proliferation despite population heterogeneity	eLife	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Multipotent progenitor cell	CL_0000837	c-Kit						None	Experiment	34002698	HSPCs display within-family homogeneity in differentiation and proliferation despite population heterogeneity	eLife	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Cartilage cell	CL_0000138	Col2a1	Col2a1	12824	protein_coding	"collagen, type II, alpha 1"	P28481	Single-cell sequencing	Experiment	34244516	Transcriptional profiling of mESC-derived tendon and fibrocartilage cell fate switch	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Cartilage cell	CL_0000138	SOX9						Single-cell sequencing	Experiment	34244516	Transcriptional profiling of mESC-derived tendon and fibrocartilage cell fate switch	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Cdh2	Cdh2	12558	protein_coding	cadherin 2	P15116	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Chondrocyte	CL_0000138	Scrg1	Scrg1	20284	protein_coding	scrapie responsive gene 1	O88745	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Chondrocyte	CL_0000138	Acan	Acan	11595	protein_coding	aggrecan	Q61282	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Pdgfrb	Pdgfrb	18596	protein_coding	"platelet derived growth factor receptor, beta polypeptide"	E9QPE2	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Endothelial cell	CL_0000115	Cdh5	Cdh5	12562	protein_coding	cadherin 5	P55284	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Thy1	Thy1	21838	protein_coding	"thymus cell antigen 1, theta"	P01831	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Eng	Eng	13805	protein_coding	endoglin	Q3UAM9	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Itgav	Itgav	16410	protein_coding	integrin alpha V	P43406	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	pdgfra						10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Nes	Nes	18008	protein_coding	nestin	Q6P5H2	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Nt5e	Nt5e	23959	protein_coding	"5' nucleotidase, ecto"	Q0VEE0	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Vascular smooth muscle cell(VSMC)	CL_0000359	Pdgfrb	Pdgfrb	18596	protein_coding	"platelet derived growth factor receptor, beta polypeptide"	E9QPE2	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Spp1	Spp1	20750	protein_coding	secreted phosphoprotein 1	Q3UBR1	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Hey1	Hey1	15213	protein_coding	hairy/enhancer-of-split related with YRPW motif 1	Q9QUM5	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Itgb1	Itgb1	16412	protein_coding	integrin beta 1 (fibronectin receptor beta)	P09055	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Endothelial cell	CL_0000115	Emcn	Emcn	59308	protein_coding	endomucin	Q9R0H2	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Vascular smooth muscle cell(VSMC)	CL_0000359	Myh11	Myh11	17880	protein_coding	"myosin, heavy polypeptide 11, smooth muscle"	E9QPE7	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Ly6a	Ly6a	110454	protein_coding	"lymphocyte antigen 6 complex, locus A"	P05533	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Vascular smooth muscle cell(VSMC)	CL_0000359	Acta2	Acta2	11475	protein_coding	"actin alpha 2, smooth muscle, aorta"	P62737	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Mesenchymal stromal cell	CL_2000061	Vim	Vim	22352	protein_coding	vimentin	P20152	10x Chromium	Experiment	34260921	Regional specialization and fate specification of bone stromal cells in skeletal development	Cell reports	2021
Mouse	Bone	Cartilage	UBERON_0002418	Normal	Normal cell	T cell	CL_0000084	Irf8	Irf8	15900	protein_coding	interferon regulatory factor 8	P23611	10x Chromium	Experiment	34400627	NGF-TrkA signaling dictates neural ingrowth and aberrant osteochondral differentiation after soft tissue trauma	Nature communications	2021
Mouse	Bone	Cartilage	UBERON_0002418	Normal	Normal cell	Neutrophil	CL_0000775	Csf3r	Csf3r	12986	protein_coding	colony stimulating factor 3 receptor (granulocyte)	P40223	10x Chromium	Experiment	34400627	NGF-TrkA signaling dictates neural ingrowth and aberrant osteochondral differentiation after soft tissue trauma	Nature communications	2021
Mouse	Bone	Cartilage	UBERON_0002418	Normal	Normal cell	Skeletal muscle precursor cell		Myf5	Myf5	17877	protein_coding	myogenic factor 5	A2RSK4	10x Chromium	Experiment	34400627	NGF-TrkA signaling dictates neural ingrowth and aberrant osteochondral differentiation after soft tissue trauma	Nature communications	2021
Mouse	Bone	Cartilage	UBERON_0002418	Normal	Normal cell	Endothelial cell (Lymphatic)		Lyve1	Lyve1	114332	protein_coding	lymphatic vessel endothelial hyaluronan receptor 1	Q8BHC0	10x Chromium	Experiment	34400627	NGF-TrkA signaling dictates neural ingrowth and aberrant osteochondral differentiation after soft tissue trauma	Nature communications	2021
Mouse	Bone	Cartilage	UBERON_0002418	Normal	Normal cell	B cell	CL_0000236	Cd19	Cd19	12478	protein_coding	CD19 antigen	P25918	10x Chromium	Experiment	34400627	NGF-TrkA signaling dictates neural ingrowth and aberrant osteochondral differentiation after soft tissue trauma	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Chondrocyte	CL_0000138	Sox6	Sox6	20679	protein_coding	SRY (sex determining region Y)-box 6	E9PUW0	10x Chromium	Experiment	34407400	Gli5 progenitors mediate bone anabolic function of teriparatide via Hh and Igf signaling +	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Chondrocyte	CL_0000138	Acan	Acan	11595	protein_coding	aggrecan	Q61282	10x Chromium	Experiment	34407400	Gli5 progenitors mediate bone anabolic function of teriparatide via Hh and Igf signaling +	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Chondrocyte	CL_0000138	Sox5	Sox5	20678	protein_coding	SRY (sex determining region Y)-box 5	Q2TBA9	10x Chromium	Experiment	34407400	Gli5 progenitors mediate bone anabolic function of teriparatide via Hh and Igf signaling +	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Chondrocyte	CL_0000138	Sox9	Sox9	20682	protein_coding	SRY (sex determining region Y)-box 9	Q04887	10x Chromium	Experiment	34407400	Gli5 progenitors mediate bone anabolic function of teriparatide via Hh and Igf signaling +	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Chondrocyte	CL_0000138	Col2a1	Col2a1	12824	protein_coding	"collagen, type II, alpha 1"	P28481	10x Chromium	Experiment	34407400	Gli5 progenitors mediate bone anabolic function of teriparatide via Hh and Igf signaling +	Cell reports	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Late Digit Condensations		Irx1	Irx1	16371	protein_coding	Iroquois homeobox 1	P81068	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Distal Proliferative Progenitor cell		Hist1h1d	H1f3	14957	protein_coding	"H1.3 linker histone, cluster member"	P43277	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
Mouse	Bone	Bone	UBERON_0002481	Normal	Normal cell	Proximal limb bone cell		Sox9	Sox9	20682	protein_coding	SRY (sex determining region Y)-box 9	Q04887	10x Chromium	Experiment	34903763	Cell-specific alterations in Pitx32 regulatory landscape activation caused by the loss of a single enhancer	Nature communications	2021
