species	tissue_class	tissue_type	uberonongology_id	cancer_type	cell_type	cell_name	cellontology_id	marker	Symbol	GeneID	Genetype	Genename	UNIPROTID	technology_seq	marker_source	PMID	Title	journal	year
Mouse	Fetal heart	Endoderm		Normal	Normal cell	Endodermal cell	CL_0000223	Foxa2	Foxa2	15376	protein_coding	forkhead box A2	G5E8P5	10x Chromium	Experiment	31341279	Single-cell analysis of cardiogenesis reveals basis for organ-level developmental defects	Nature	2019
Mouse	Fetal heart	Posterior second heart field		Normal	Normal cell	Posterior second heart field(pSHF) cell		Hoxa1	Hoxa1	15394	protein_coding	homeobox A1	D3Z4E1	10x Chromium	Experiment	31341279	Single-cell analysis of cardiogenesis reveals basis for organ-level developmental defects	Nature	2019
Mouse	Fetal heart	Endoderm		Normal	Normal cell	Endodermal cell	CL_0000223	Epcam	Epcam	17075	protein_coding	epithelial cell adhesion molecule	Q99JW5	10x Chromium	Experiment	31341279	Single-cell analysis of cardiogenesis reveals basis for organ-level developmental defects	Nature	2019
Mouse	Fetal heart	Outflow tract	UBERON_0004145	Normal	Normal cell	Outflow tract(OFT) cell		Tdgf1	Tdgf1	21667	protein_coding	teratocarcinoma-derived growth factor 1	Q3UZP8	10x Chromium	Experiment	31341279	Single-cell analysis of cardiogenesis reveals basis for organ-level developmental defects	Nature	2019
Mouse	Fetal heart	Ectoderm	UBERON_0000924	Normal	Normal cell	Ectodermal cell	CL_0000221	Sox2	Sox2	20674	protein_coding	SRY (sex determining region Y)-box 2	P48432	10x Chromium	Experiment	31341279	Single-cell analysis of cardiogenesis reveals basis for organ-level developmental defects	Nature	2019
Mouse	Fetal heart	Left ventricle	UBERON_0002084	Normal	Normal cell	Left ventricular cell		Hand1	Hand1	15110	protein_coding	heart and neural crest derivatives expressed 1	Q5SQG1	10x Chromium	Experiment	31341279	Single-cell analysis of cardiogenesis reveals basis for organ-level developmental defects	Nature	2019
Mouse	Fetal heart	Ectoderm	UBERON_0000924	Normal	Normal cell	Ectodermal cell	CL_0000221	Pou3f1	Pou3f1	18991	protein_coding	"POU domain, class 3, transcription factor 1"	P21952	10x Chromium	Experiment	31341279	Single-cell analysis of cardiogenesis reveals basis for organ-level developmental defects	Nature	2019
Mouse	Flesh	Flesh		Sarcoma	Cancer cell	Cancer stem cell		CD133	Prom1	19126	protein_coding	prominin 1	G5E8G5	None	Experiment	34321458	"PIK3R3, part of the regulatory domain of PI3K, is upregulated in sarcoma stem-like cells and promotes invasion, migration, and chemotherapy resistance"	Cell death & disease	2021
Mouse	Foot	Tendon	UBERON_0000043	Normal	Normal cell	Tenocyte	CL_0000388	TNMD						Single-cell sequencing	Experiment	34408142	Grafting of iPS cell-derived tenocytes promotes motor function recovery after Achilles tendon rupture	Nature communications	2021
Mouse	Foot	Tendon	UBERON_0000043	Normal	Normal cell	Tenocyte	CL_0000388	Mkx	Mkx	210719	protein_coding	mohawk homeobox	B2RQ30	Single-cell sequencing	Experiment	34408142	Grafting of iPS cell-derived tenocytes promotes motor function recovery after Achilles tendon rupture	Nature communications	2021
Mouse	Foot	Tendon	UBERON_0000043	Normal	Normal cell	Tenocyte	CL_0000388	COL1A2						Single-cell sequencing	Experiment	34408142	Grafting of iPS cell-derived tenocytes promotes motor function recovery after Achilles tendon rupture	Nature communications	2021
Mouse	Foot	Tendon	UBERON_0000043	Normal	Normal cell	Tenocyte	CL_0000388	Scx	Scx	20289	protein_coding	scleraxis	Q53ZC3	Single-cell sequencing	Experiment	34408142	Grafting of iPS cell-derived tenocytes promotes motor function recovery after Achilles tendon rupture	Nature communications	2021
Mouse	Foot	Tendon	UBERON_0000043	Normal	Normal cell	Tenocyte	CL_0000388	COL1A1						Single-cell sequencing	Experiment	34408142	Grafting of iPS cell-derived tenocytes promotes motor function recovery after Achilles tendon rupture	Nature communications	2021
Mouse	Foot	Tendon	UBERON_0000043	Normal	Normal cell	Tenocyte	CL_0000388	PAX1						Single-cell sequencing	Experiment	34408142	Grafting of iPS cell-derived tenocytes promotes motor function recovery after Achilles tendon rupture	Nature communications	2021
Mouse	Foot	Tendon	UBERON_0000043	Normal	Normal cell	Tenocyte	CL_0000388	FMOD						Single-cell sequencing	Experiment	34408142	Grafting of iPS cell-derived tenocytes promotes motor function recovery after Achilles tendon rupture	Nature communications	2021
Mouse	Gastrointestinal tract	Gastrointestinal tract	UBERON_0005409	Normal	Normal cell	Stem cell	CL_0000034	Lgr5	Lgr5	14160	protein_coding	leucine rich repeat containing G protein coupled receptor 5	Q9Z1P4		Experiment	24340024	Distribution of LGR5+ cells and associated implications during the early stage of gastric tumorigenesis.	PloS one	2013
Mouse	Gastrointestinal tract	Stomach	UBERON_0000945	Normal	Normal cell	Stem cell	CL_0000034	Mist1	Bhlha15	17341	protein_coding	"basic helix-loop-helix family, member a15"	Q9QYC3	Single-cell sequencing	Experiment	31422913	Defining the Identity and Dynamics of Adult Gastric Isthmus Stem Cells	Cell stem cell	2019
Mouse	Gastrointestinal tract	Stomach	UBERON_0000945	Normal	Normal cell	Stem cell	CL_0000034	Bmi1	Bmi1	12151	protein_coding	Bmi1 polycomb ring finger oncogene	P25916	Single-cell sequencing	Experiment	31422913	Defining the Identity and Dynamics of Adult Gastric Isthmus Stem Cells	Cell stem cell	2019
Mouse	Gastrointestinal tract	Stomach	UBERON_0000945	Normal	Normal cell	Stem cell	CL_0000034	Lgr5	Lgr5	14160	protein_coding	leucine rich repeat containing G protein coupled receptor 5	Q9Z1P4	Single-cell sequencing	Experiment	31422913	Defining the Identity and Dynamics of Adult Gastric Isthmus Stem Cells	Cell stem cell	2019
Mouse	Gastrointestinal tract	Stomach	UBERON_0000945	Normal	Normal cell	Stem cell	CL_0000034	Lrig1	Lrig1	16206	protein_coding	leucine-rich repeats and immunoglobulin-like domains 1	P70193	Single-cell sequencing	Experiment	31422913	Defining the Identity and Dynamics of Adult Gastric Isthmus Stem Cells	Cell stem cell	2019
Mouse	Gastrointestinal tract	Stomach	UBERON_0000945	Normal	Normal cell	Stem cell	CL_0000034	Runx1	Runx1	12394	protein_coding	runt related transcription factor 1	Q3UM65	Single-cell sequencing	Experiment	31422913	Defining the Identity and Dynamics of Adult Gastric Isthmus Stem Cells	Cell stem cell	2019
Mouse	Gastrointestinal tract	Stomach	UBERON_0000945	Normal	Normal cell	Stem cell	CL_0000034	Sox2	Sox2	20674	protein_coding	SRY (sex determining region Y)-box 2	P48432	Single-cell sequencing	Experiment	31422913	Defining the Identity and Dynamics of Adult Gastric Isthmus Stem Cells	Cell stem cell	2019
Mouse	Gastrointestinal tract	Stomach	UBERON_0000945	Normal	Normal cell	Stem cell	CL_0000034	Troy	Tnfrsf19	29820	protein_coding	"tumor necrosis factor receptor superfamily, member 19"	Q8BUM7	Single-cell sequencing	Experiment	31422913	Defining the Identity and Dynamics of Adult Gastric Isthmus Stem Cells	Cell stem cell	2019
Mouse	Gingiva	Gingiva		Teratoma	Cancer cell	Mesenchymal progenitor cell	CL_0000134	CD105	Eng	13805	protein_coding	endoglin	Q3UAM9	None	Experiment	32427330	ZKSCAN3 counteracts cellular senescence by stabilizing heterochromatin	Nucleic acids research	2020
Mouse	Gingiva	Gingiva		Teratoma	Cancer cell	Mesenchymal progenitor cell	CL_0000134	CD90	Thy1	21838	protein_coding	"thymus cell antigen 1, theta"	P01831	None	Experiment	32427330	ZKSCAN3 counteracts cellular senescence by stabilizing heterochromatin	Nucleic acids research	2020
Mouse	Gonad	Gonad	UBERON_0000991	Normal	Normal cell	Endothelial cell	CL_0000115	CD31							Experiment	9382843	Male-specific cell migration into the developing gonad.	Current biology : CB	1998
Mouse	Gut	Gut	UBERON_0001555	Normal	Normal cell	Macrophage	CL_0000235	Hes1	Hes1	15205	protein_coding	hes family bHLH transcription factor 1	P35428	None	Experiment	33031383	Network analysis of transcriptomic diversity amongst resident tissue macrophages and dendritic cells in the mouse mononuclear phagocyte system	PLoS biology	2020
Mouse	Gut	Gut	UBERON_0001555	Normal	Normal cell	Macrophage	CL_0000235	Gpr31b	Gpr31b	436440	protein_coding	"G protein-coupled receptor 31, D17Leh66b region"	F8VQN3	None	Experiment	33031383	Network analysis of transcriptomic diversity amongst resident tissue macrophages and dendritic cells in the mouse mononuclear phagocyte system	PLoS biology	2020
Mouse	Gut	Gut	UBERON_0001555	Normal	Normal cell	Macrophage	CL_0000235	Dna1l3						None	Experiment	33031383	Network analysis of transcriptomic diversity amongst resident tissue macrophages and dendritic cells in the mouse mononuclear phagocyte system	PLoS biology	2020
Mouse	Gut	Gut	UBERON_0001555	Normal	Normal cell	Macrophage	CL_0000235	Fgl2	Fgl2	14190	protein_coding	fibrinogen-like protein 2	P12804	None	Experiment	33031383	Network analysis of transcriptomic diversity amongst resident tissue macrophages and dendritic cells in the mouse mononuclear phagocyte system	PLoS biology	2020
Mouse	Gut	Gut	UBERON_0001555	Normal	Normal cell	Macrophage	CL_0000235	Ocstamp	Ocstamp	74614	protein_coding	osteoclast stimulatory transmembrane protein	Q9D611	None	Experiment	33031383	Network analysis of transcriptomic diversity amongst resident tissue macrophages and dendritic cells in the mouse mononuclear phagocyte system	PLoS biology	2020
Mouse	Gut	Gut	UBERON_0001555	Normal	Normal cell	Macrophage	CL_0000235	Pgf	Pgf	18654	protein_coding	placental growth factor	Q544A5	None	Experiment	33031383	Network analysis of transcriptomic diversity amongst resident tissue macrophages and dendritic cells in the mouse mononuclear phagocyte system	PLoS biology	2020
Mouse	Gut	Gut	UBERON_0001555	Normal	Normal cell	Macrophage	CL_0000235	Tlr12	Tlr12	384059	protein_coding	toll-like receptor 12	A2RRZ9	None	Experiment	33031383	Network analysis of transcriptomic diversity amongst resident tissue macrophages and dendritic cells in the mouse mononuclear phagocyte system	PLoS biology	2020
Mouse	Gut	Gut	UBERON_0001555	Normal	Normal cell	Macrophage	CL_0000235	Mmp13	Mmp13	17386	protein_coding	matrix metallopeptidase 13	P33435	None	Experiment	33031383	Network analysis of transcriptomic diversity amongst resident tissue macrophages and dendritic cells in the mouse mononuclear phagocyte system	PLoS biology	2020
Mouse	Head and Neck	Head and Neck		Head and neck squamous cell carcinoma	Cancer cell	Cancer stem cell		CD98						None	Experiment	30670494	The CD99 Heavy Chain Is a Marker and Regulator of Head and Neck Squamous Cell Carcinoma Radiosensitivity	Clinical cancer research : an official journal of the American Association for	2019
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Endothelial cell	CL_0000115	VE-cadherin							Experiment	8555485	Molecular cloning and expression of murine vascular endothelial-cadherin in early stage development of cardiovascular system.	Blood	1996
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Macrophage	CL_0000235	CD68							Experiment	15720417	The distribution of cardiac macrophages in myocardial ischaemia and cardiomyopathy.	Histopathology	2005
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Cardiomyocyte	CL_0000746	Alcam	Alcam	11658	protein_coding	activated leukocyte cell adhesion molecule	E9Q3Q6		Experiment	17409743	ALCAM (CD166) is a surface marker for early murine cardiomyocytes.	"Cells, tissues, organs"	2007
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Cardiomyocyte	CL_0000746	Gja1	Gja1	14609	protein_coding	"gap junction protein, alpha 1"	P23242		Experiment	19878357	Perforin-expressing cytotoxic cells contribute to chronic cardiomyopathy in Trypanosoma cruzi infection.	International journal of experimental pathology	2009
Mouse	Heart	Heart muscle	UBERON_0002349	Normal	Normal cell	Heart muscle stem cell		Abcg2	Abcg2	26357	protein_coding	ATP binding cassette subfamily G member 2 (Junior blood group)	A0A0R4J0B6		Experiment	22134889	Abcg2 expression marks tissue-specific stem cells in multiple organs in a mouse progeny tracking model.	"Stem cells (Dayton, Ohio)"	2011
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Sinoatrial node cell	CL_1000409	Islet-1							Experiment	22427341	Localization of Islet-1-positive cells in the healthy and infarcted adult murine heart.	Circulation research	2012
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Cardiac progenitor cell		Hcn4	Hcn4	15168	protein_coding	"hyperpolarization-activated, cyclic nucleotide-gated K+ 3"	B2RRB5		Experiment	23974038	A HCN4+ cardiomyogenic progenitor derived from the first heart field and human pluripotent stem cells.	Nature cell biology	2013
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Cardiomyocyte	CL_0000746	VCAM1							Experiment	24386094	"FACS-based isolation, propagation and characterization of mouse embryonic cardiomyocytes based on VCAM-1 surface marker expression."	PloS one	2014
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Cardiac progenitor cell		Kit	Kit	16590	protein_coding	KIT proto-oncogene receptor tyrosine kinase	P05532		Experiment	24748592	Reduction of Na/K-ATPase affects cardiac remodeling and increases c-kit cell abundance in partial nephrectomized mice.	American journal of physiology. Heart and circulatory physiology	2014
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Macrophage	CL_0000235	Mrc1	Mrc1	17533	protein_coding	"mannose receptor, C type 1"	Q2HZ94		Experiment	24861132	Age-related changes in tissue macrophages precede cardiac functional impairment.	Aging	2014
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Fibroblast	CL_0000057	Thy1	Thy1	21838	protein_coding	"thymus cell antigen 1, theta"	P01831		Experiment	25037571	Developmental heterogeneity of cardiac fibroblasts does not predict pathological proliferation and activation.	Circulation research	2014
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Cardiomyocyte	CL_0000746	Gja1	Gja1	14609	protein_coding	"gap junction protein, alpha 1"	P23242		Experiment	25834424	Peptide-enhanced mRNA transfection in cultured mouse cardiac fibroblasts and direct reprogramming towards cardiomyocyte-like cells.	International journal of nanomedicine	2015
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Cardiomyocyte	CL_0000746	Actc1	Actc1	11464	protein_coding	"actin, alpha, cardiac muscle 1"	P68033		Experiment	25834424	Peptide-enhanced mRNA transfection in cultured mouse cardiac fibroblasts and direct reprogramming towards cardiomyocyte-like cells.	International journal of nanomedicine	2015
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Cardiomyocyte	CL_0000746	Actn2	Actn2	11472	protein_coding	actinin alpha 2	Q5FW75		Experiment	25834424	Peptide-enhanced mRNA transfection in cultured mouse cardiac fibroblasts and direct reprogramming towards cardiomyocyte-like cells.	International journal of nanomedicine	2015
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Cardiomyocyte	CL_0000746	Tnnt2	Tnnt2	21956	protein_coding	"troponin T2, cardiac"	Q6P3Z7		Experiment	25834424	Peptide-enhanced mRNA transfection in cultured mouse cardiac fibroblasts and direct reprogramming towards cardiomyocyte-like cells.	International journal of nanomedicine	2015
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Cardiomyocyte	CL_0000746	Hand2	Hand2	15111	protein_coding	heart and neural crest derivatives expressed 2	Q61039		Experiment	25834424	Peptide-enhanced mRNA transfection in cultured mouse cardiac fibroblasts and direct reprogramming towards cardiomyocyte-like cells.	International journal of nanomedicine	2015
Mouse	Heart	Heart	UBERON_0000948	Normal	Normal cell	Ventricular compact cell	UBERON_0001083	Itga5	Itga5	16402	protein_coding	integrin alpha 5 (fibronectin receptor alpha)	Q80YP5		Experiment	26618511	Differential Expression Levels of Integrin alpha6 Enable the Selective Identification and Isolation of Atrial and Ventricular Cardiomyocytes.	PloS one	2015
