GeneID	GO_Type	GO_ID	GO_Description
111885337	molecular_function	GO:0003723	pentatricopeptide repeat-containing protein At1g59720, chloroplastic/mitochondrial
111885337	molecular_function	GO:0005515	pentatricopeptide repeat-containing protein At1g59720, chloroplastic/mitochondrial
111885337	biological_process	GO:0009451	pentatricopeptide repeat-containing protein At1g59720, chloroplastic/mitochondrial
111885338	cellular_component	GO:0005783	2-hydroxy-palmitic acid dioxygenase MPO1
111885338	biological_process	GO:0046521	2-hydroxy-palmitic acid dioxygenase MPO1
111885341	molecular_function	GO:0003677	zinc finger BED domain-containing protein RICESLEEPER 2-like
111885341	molecular_function	GO:0046983	zinc finger BED domain-containing protein RICESLEEPER 2-like
111885344	molecular_function	GO:0003700	uncharacterized LOC111885344
111885344	cellular_component	GO:0005634	uncharacterized LOC111885344
111885344	biological_process	GO:0006355	uncharacterized LOC111885344
111885344	molecular_function	GO:0043565	uncharacterized LOC111885344
111885346	molecular_function	GO:0005345	adenine/guanine permease AZG1
111885346	cellular_component	GO:0005886	adenine/guanine permease AZG1
111885346	biological_process	GO:0055085	adenine/guanine permease AZG1
111885347	molecular_function	GO:0005515	uncharacterized LOC111885347
111885349	cellular_component	GO:0005576	expansin-A8
111885349	biological_process	GO:0009664	expansin-A8
111885349	biological_process	GO:0009664	expansin-A8
111885350	cellular_component	GO:0009941	uncharacterized LOC111885350
111885351	molecular_function	GO:0003723	uncharacterized LOC111885351
111885351	molecular_function	GO:0003723	uncharacterized LOC111885351
111885351	molecular_function	GO:0005515	uncharacterized LOC111885351
111885351	cellular_component	GO:0005730	uncharacterized LOC111885351
111885351	biological_process	GO:0042274	uncharacterized LOC111885351
111885353	molecular_function	GO:0061630	uncharacterized LOC111885353
111885353	biological_process	GO:1904294	uncharacterized LOC111885353
111885354	biological_process	GO:0003333	amino acid transporter AVT6C
111885354	molecular_function	GO:0015171	amino acid transporter AVT6C
111885355	cellular_component	GO:0005829	glycerol-3-phosphate dehydrogenase [NAD(+)] 2, chloroplastic
111885355	biological_process	GO:0005975	glycerol-3-phosphate dehydrogenase [NAD(+)] 2, chloroplastic
111885355	biological_process	GO:0006116	glycerol-3-phosphate dehydrogenase [NAD(+)] 2, chloroplastic
111885355	cellular_component	GO:0009331	glycerol-3-phosphate dehydrogenase [NAD(+)] 2, chloroplastic
111885355	biological_process	GO:0046168	glycerol-3-phosphate dehydrogenase [NAD(+)] 2, chloroplastic
111885355	molecular_function	GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(+)] 2, chloroplastic
111885355	molecular_function	GO:0051287	glycerol-3-phosphate dehydrogenase [NAD(+)] 2, chloroplastic
111885356	biological_process	GO:0003333	amino acid transporter AVT6C
111885356	molecular_function	GO:0015171	amino acid transporter AVT6C
111885358	molecular_function	GO:0003723	pentatricopeptide repeat-containing protein At3g49170, chloroplastic
111885358	molecular_function	GO:0005515	pentatricopeptide repeat-containing protein At3g49170, chloroplastic
111885358	biological_process	GO:0009451	pentatricopeptide repeat-containing protein At3g49170, chloroplastic
111885360	molecular_function	GO:0004672	uncharacterized LOC111885360
111885360	molecular_function	GO:0005524	uncharacterized LOC111885360
111885360	biological_process	GO:0006468	uncharacterized LOC111885360
111885361	molecular_function	GO:0004672	CBL-interacting protein kinase 2
111885361	molecular_function	GO:0005524	CBL-interacting protein kinase 2
111885361	biological_process	GO:0006468	CBL-interacting protein kinase 2
111885361	biological_process	GO:0007165	CBL-interacting protein kinase 2
111885362	molecular_function	GO:0004553	alpha-galactosidase 3
111885362	molecular_function	GO:0004553	alpha-galactosidase 3
111885362	biological_process	GO:0005975	alpha-galactosidase 3
111885362	biological_process	GO:0005975	alpha-galactosidase 3
111885363	molecular_function	GO:0003700	probable WRKY transcription factor 70
111885363	molecular_function	GO:0003700	probable WRKY transcription factor 70
111885363	biological_process	GO:0006355	probable WRKY transcription factor 70
111885363	molecular_function	GO:0043565	probable WRKY transcription factor 70
111885364	molecular_function	GO:0003700	transcription factor RF2b
111885364	molecular_function	GO:0003700	transcription factor RF2b
111885364	cellular_component	GO:0005634	transcription factor RF2b
111885364	biological_process	GO:0006355	transcription factor RF2b
111885365	molecular_function	GO:0004553	beta-fructofuranosidase, soluble isoenzyme I
111885365	biological_process	GO:0005975	beta-fructofuranosidase, soluble isoenzyme I
111885369	molecular_function	GO:0009975	uncharacterized LOC111885369
111885369	biological_process	GO:0051762	uncharacterized LOC111885369
111885371	biological_process	GO:0016567	RING-H2 finger protein ATL74
111885371	molecular_function	GO:0016740	RING-H2 finger protein ATL74
111885374	molecular_function	GO:0004812	staphylococcal-like nuclease CAN2
111885374	molecular_function	GO:0005524	staphylococcal-like nuclease CAN2
111885374	cellular_component	GO:0005737	staphylococcal-like nuclease CAN2
111885374	biological_process	GO:0006418	staphylococcal-like nuclease CAN2
111885377	molecular_function	GO:0005515	histone-lysine N-methyltransferase ASHR1
111885379	molecular_function	GO:0004812	staphylococcal-like nuclease CAN2
111885379	molecular_function	GO:0005524	staphylococcal-like nuclease CAN2
111885379	cellular_component	GO:0005737	staphylococcal-like nuclease CAN2
111885379	biological_process	GO:0006418	staphylococcal-like nuclease CAN2
111885382	molecular_function	GO:0003676	transcription elongation factor TFIIS
111885382	cellular_component	GO:0005634	transcription elongation factor TFIIS
111885382	cellular_component	GO:0005634	transcription elongation factor TFIIS
111885382	biological_process	GO:0006351	transcription elongation factor TFIIS
111885382	biological_process	GO:0006351	transcription elongation factor TFIIS
111885382	biological_process	GO:0006368	transcription elongation factor TFIIS
111885382	molecular_function	GO:0008270	transcription elongation factor TFIIS
111885383	molecular_function	GO:0016787	uncharacterized LOC111885383
111885384	molecular_function	GO:0004553	alpha-galactosidase 3
111885384	molecular_function	GO:0004553	alpha-galactosidase 3
111885384	biological_process	GO:0005975	alpha-galactosidase 3
111885384	biological_process	GO:0005975	alpha-galactosidase 3
111885392	molecular_function	GO:0003924	ras-related protein Rab2BV
111885392	molecular_function	GO:0005525	ras-related protein Rab2BV
111885392	cellular_component	GO:0005768	ras-related protein Rab2BV
111885394	molecular_function	GO:0003924	ras-related protein RABA1f
111885394	molecular_function	GO:0005525	ras-related protein RABA1f
111885394	cellular_component	GO:0005768	ras-related protein RABA1f
111885397	biological_process	GO:0006355	protein FAR1-RELATED SEQUENCE 5-like
111885398	molecular_function	GO:0046983	uncharacterized LOC111885398
111885401	molecular_function	GO:0004033	probable aldo-keto reductase 4
111885401	cellular_component	GO:0005737	probable aldo-keto reductase 4
111885403	biological_process	GO:0006355	protein FAR1-RELATED SEQUENCE 5-like
111885404	molecular_function	GO:0003677	WUSCHEL-related homeobox 9
111885404	molecular_function	GO:0003700	WUSCHEL-related homeobox 9
111885404	biological_process	GO:0050793	WUSCHEL-related homeobox 9
111885406	biological_process	GO:0006355	protein FAR1-RELATED SEQUENCE 5-like
111885412	molecular_function	GO:0005483	alpha-soluble NSF attachment protein
111885412	cellular_component	GO:0005774	alpha-soluble NSF attachment protein
111885412	biological_process	GO:0006886	alpha-soluble NSF attachment protein
111885412	biological_process	GO:0006886	alpha-soluble NSF attachment protein
111885412	molecular_function	GO:0019905	alpha-soluble NSF attachment protein
111885412	cellular_component	GO:0031201	alpha-soluble NSF attachment protein
111885412	biological_process	GO:0035494	alpha-soluble NSF attachment protein
111885413	molecular_function	GO:0004672	probable inactive receptor kinase At5g58300
111885413	molecular_function	GO:0005515	probable inactive receptor kinase At5g58300
111885413	molecular_function	GO:0005524	probable inactive receptor kinase At5g58300
111885413	biological_process	GO:0006468	probable inactive receptor kinase At5g58300
111885414	molecular_function	GO:0003723	G patch domain-containing protein TGH
111885414	cellular_component	GO:0005634	G patch domain-containing protein TGH
111885427	molecular_function	GO:0004197	cytochrome P450 704C1
111885427	molecular_function	GO:0004497	cytochrome P450 704C1
111885427	molecular_function	GO:0005506	cytochrome P450 704C1
111885427	biological_process	GO:0006508	cytochrome P450 704C1
111885427	molecular_function	GO:0016705	cytochrome P450 704C1
111885427	molecular_function	GO:0020037	cytochrome P450 704C1
111885428	biological_process	GO:0001934	guanine nucleotide-binding protein subunit beta-like protein
111885428	molecular_function	GO:0005080	guanine nucleotide-binding protein subunit beta-like protein
111885428	cellular_component	GO:0005634	guanine nucleotide-binding protein subunit beta-like protein
111885428	cellular_component	GO:0005829	guanine nucleotide-binding protein subunit beta-like protein
111885428	molecular_function	GO:0043022	guanine nucleotide-binding protein subunit beta-like protein
111885428	molecular_function	GO:0045182	guanine nucleotide-binding protein subunit beta-like protein
111885428	biological_process	GO:0072344	guanine nucleotide-binding protein subunit beta-like protein
111885429	cellular_component	GO:0016020	uncharacterized LOC111885429
111885429	molecular_function	GO:0022857	uncharacterized LOC111885429
111885429	biological_process	GO:0055085	uncharacterized LOC111885429
111885430	molecular_function	GO:0005216	probable cyclic nucleotide-gated ion channel 20, chloroplastic
111885430	biological_process	GO:0006811	probable cyclic nucleotide-gated ion channel 20, chloroplastic
111885430	cellular_component	GO:0016020	probable cyclic nucleotide-gated ion channel 20, chloroplastic
111885430	biological_process	GO:0055085	probable cyclic nucleotide-gated ion channel 20, chloroplastic
111885432	molecular_function	GO:0004672	probable serine/threonine-protein kinase SIS8
111885432	molecular_function	GO:0004672	probable serine/threonine-protein kinase SIS8
111885432	molecular_function	GO:0005524	probable serine/threonine-protein kinase SIS8
111885432	biological_process	GO:0006468	probable serine/threonine-protein kinase SIS8
111885433	molecular_function	GO:0004190	uncharacterized LOC111885433
111885433	biological_process	GO:0006508	uncharacterized LOC111885433
111885435	molecular_function	GO:0004707	mitogen-activated protein kinase 9
111885435	molecular_function	GO:0004707	mitogen-activated protein kinase 9
111885435	molecular_function	GO:0005524	mitogen-activated protein kinase 9
111885435	cellular_component	GO:0005634	mitogen-activated protein kinase 9
111885435	cellular_component	GO:0005737	mitogen-activated protein kinase 9
111885435	biological_process	GO:0006468	mitogen-activated protein kinase 9
111885435	biological_process	GO:0035556	mitogen-activated protein kinase 9
111885436	molecular_function	GO:0005216	probable cyclic nucleotide-gated ion channel 20, chloroplastic
111885436	molecular_function	GO:0005515	probable cyclic nucleotide-gated ion channel 20, chloroplastic
111885436	biological_process	GO:0006811	probable cyclic nucleotide-gated ion channel 20, chloroplastic
111885436	cellular_component	GO:0016020	probable cyclic nucleotide-gated ion channel 20, chloroplastic
111885436	biological_process	GO:0055085	probable cyclic nucleotide-gated ion channel 20, chloroplastic
111885441	molecular_function	GO:0003677	NAC domain-containing protein 54
111885441	biological_process	GO:0006355	NAC domain-containing protein 54
111885446	molecular_function	GO:0005515	DDB1- and CUL4-associated factor homolog 1
111885446	cellular_component	GO:0005634	DDB1- and CUL4-associated factor homolog 1
111885446	biological_process	GO:0016567	DDB1- and CUL4-associated factor homolog 1
111885446	cellular_component	GO:0080008	DDB1- and CUL4-associated factor homolog 1
111885448	molecular_function	GO:0016799	nucleoside hydrolase 3
111885449	molecular_function	GO:0003700	bZIP transcription factor 27
111885449	molecular_function	GO:0003700	bZIP transcription factor 27
111885449	cellular_component	GO:0005634	bZIP transcription factor 27
111885449	biological_process	GO:0045893	bZIP transcription factor 27
111885450	molecular_function	GO:0004674	casein kinase 1-like protein 10
111885450	molecular_function	GO:0005524	casein kinase 1-like protein 10
111885450	cellular_component	GO:0005634	casein kinase 1-like protein 10
111885450	cellular_component	GO:0005737	casein kinase 1-like protein 10
111885450	biological_process	GO:0006897	casein kinase 1-like protein 10
111885450	biological_process	GO:0007165	casein kinase 1-like protein 10
111885450	biological_process	GO:0018105	casein kinase 1-like protein 10
111885451	molecular_function	GO:0005096	protein transport protein SEC23
111885451	biological_process	GO:0006886	protein transport protein SEC23
111885451	biological_process	GO:0006888	protein transport protein SEC23
111885451	molecular_function	GO:0008270	protein transport protein SEC23
111885451	cellular_component	GO:0030127	protein transport protein SEC23
111885451	cellular_component	GO:0030127	protein transport protein SEC23
111885451	cellular_component	GO:0070971	protein transport protein SEC23
111885451	biological_process	GO:0090110	protein transport protein SEC23
111885452	molecular_function	GO:0004620	phospholipase A1-Igamma2, chloroplastic
111885452	biological_process	GO:0006629	phospholipase A1-Igamma2, chloroplastic
111885453	biological_process	GO:0055085	probable mitochondrial adenine nucleotide transporter BTL2
111885454	molecular_function	GO:0015095	magnesium transporter MRS2-I
111885454	biological_process	GO:0015693	magnesium transporter MRS2-I
111885454	cellular_component	GO:0016020	magnesium transporter MRS2-I
111885454	biological_process	GO:0055085	magnesium transporter MRS2-I
111885455	molecular_function	GO:0004617	uncharacterized LOC111885455
111885455	molecular_function	GO:0051287	uncharacterized LOC111885455
111885456	molecular_function	GO:0016491	ferredoxin--NADP reductase, root-type isozyme, chloroplastic
111885456	molecular_function	GO:0016491	ferredoxin--NADP reductase, root-type isozyme, chloroplastic
111885457	molecular_function	GO:0003723	polyadenylate-binding protein-interacting protein 12
111885459	molecular_function	GO:0003676	uncharacterized LOC111885459
111885459	biological_process	GO:0015074	uncharacterized LOC111885459
111885461	molecular_function	GO:0003677	uncharacterized LOC111885461
111885461	molecular_function	GO:0003700	uncharacterized LOC111885461
111885461	biological_process	GO:0099402	uncharacterized LOC111885461
111885465	molecular_function	GO:0005515	auxin-responsive protein IAA14
111885465	cellular_component	GO:0005634	auxin-responsive protein IAA14
111885465	biological_process	GO:0006355	auxin-responsive protein IAA14
111885466	cellular_component	GO:0005634	polyubiquitin-like
111885466	cellular_component	GO:0005737	polyubiquitin-like
111885466	biological_process	GO:0016567	polyubiquitin-like
111885466	biological_process	GO:0019941	polyubiquitin-like
111885466	molecular_function	GO:0031386	polyubiquitin-like
111885466	molecular_function	GO:0031625	polyubiquitin-like
111885471	molecular_function	GO:0005515	inactive TPR repeat-containing thioredoxin TTL3
111885471	cellular_component	GO:0005737	inactive TPR repeat-containing thioredoxin TTL3
111885472	molecular_function	GO:0005524	ABC transporter G family member 10
111885472	cellular_component	GO:0016020	ABC transporter G family member 10
111885472	molecular_function	GO:0016887	ABC transporter G family member 10
111885472	molecular_function	GO:0140359	ABC transporter G family member 10
111885474	molecular_function	GO:0005515	receptor-like protein EIX2
111885479	molecular_function	GO:0005515	receptor-like protein 7
111885481	molecular_function	GO:0016491	secoisolariciresinol dehydrogenase
111885483	molecular_function	GO:0005515	receptor-like protein EIX2
111885485	molecular_function	GO:0005515	receptor-like protein EIX1
111885488	molecular_function	GO:0016491	secoisolariciresinol dehydrogenase
111885491	molecular_function	GO:0003700	transcription factor bHLH30
111885491	biological_process	GO:0006355	transcription factor bHLH30
111885491	molecular_function	GO:0046983	transcription factor bHLH30
111885504	molecular_function	GO:0003723	putative pentatricopeptide repeat-containing protein At3g25060, mitochondrial
111885504	molecular_function	GO:0005515	putative pentatricopeptide repeat-containing protein At3g25060, mitochondrial
111885504	biological_process	GO:0009451	putative pentatricopeptide repeat-containing protein At3g25060, mitochondrial
111885505	molecular_function	GO:0004970	glutamate receptor 1.2
111885505	cellular_component	GO:0005886	glutamate receptor 1.2
111885506	molecular_function	GO:0004842	U-box domain-containing protein 9
111885506	molecular_function	GO:0005515	U-box domain-containing protein 9
111885506	cellular_component	GO:0005634	U-box domain-containing protein 9
111885506	cellular_component	GO:0005737	U-box domain-containing protein 9
111885506	biological_process	GO:0016567	U-box domain-containing protein 9
111885508	molecular_function	GO:0008270	uncharacterized LOC111885508
111885509	cellular_component	GO:0005634	ninja-family protein AFP1
111885509	biological_process	GO:0007165	ninja-family protein AFP1
111885509	biological_process	GO:0045892	ninja-family protein AFP1
111885510	molecular_function	GO:0004970	glutamate receptor 1.2
111885510	cellular_component	GO:0005886	glutamate receptor 1.2
111885511	molecular_function	GO:0004497	dimethylnonatriene synthase
111885511	molecular_function	GO:0005506	dimethylnonatriene synthase
111885511	molecular_function	GO:0016705	dimethylnonatriene synthase
111885511	molecular_function	GO:0020037	dimethylnonatriene synthase
111885511	biological_process	GO:0098542	dimethylnonatriene synthase
111885512	molecular_function	GO:0004553	xyloglucan endotransglucosylase/hydrolase protein 2
111885512	molecular_function	GO:0004553	xyloglucan endotransglucosylase/hydrolase protein 2
111885512	cellular_component	GO:0005618	xyloglucan endotransglucosylase/hydrolase protein 2
111885512	biological_process	GO:0010411	xyloglucan endotransglucosylase/hydrolase protein 2
111885512	molecular_function	GO:0016762	xyloglucan endotransglucosylase/hydrolase protein 2
111885512	biological_process	GO:0042546	xyloglucan endotransglucosylase/hydrolase protein 2
111885512	cellular_component	GO:0048046	xyloglucan endotransglucosylase/hydrolase protein 2
111885516	molecular_function	GO:0005515	BTB/POZ domain-containing protein At5g48800
111885520	molecular_function	GO:0003755	peptidyl-prolyl cis-trans isomerase FKBP62
111885520	molecular_function	GO:0005515	peptidyl-prolyl cis-trans isomerase FKBP62
111885522	molecular_function	GO:0000036	oleoyl-acyl carrier protein thioesterase, chloroplastic
111885522	biological_process	GO:0006633	oleoyl-acyl carrier protein thioesterase, chloroplastic
111885522	biological_process	GO:0006633	oleoyl-acyl carrier protein thioesterase, chloroplastic
111885522	molecular_function	GO:0016297	oleoyl-acyl carrier protein thioesterase, chloroplastic
111885523	molecular_function	GO:0004497	xanthotoxin 5-hydroxylase CYP82C2
111885523	molecular_function	GO:0005506	xanthotoxin 5-hydroxylase CYP82C2
111885523	molecular_function	GO:0016705	xanthotoxin 5-hydroxylase CYP82C2
111885523	molecular_function	GO:0020037	xanthotoxin 5-hydroxylase CYP82C2
111885523	biological_process	GO:0098542	xanthotoxin 5-hydroxylase CYP82C2
111885528	biological_process	GO:0016255	uncharacterized LOC111885528
111885528	biological_process	GO:0016255	uncharacterized LOC111885528
111885528	cellular_component	GO:0042765	uncharacterized LOC111885528
111885528	cellular_component	GO:0042765	uncharacterized LOC111885528
111885530	cellular_component	GO:0005886	uncharacterized LOC111885530
111885530	molecular_function	GO:0022857	uncharacterized LOC111885530
111885530	biological_process	GO:0055085	uncharacterized LOC111885530
111885531	molecular_function	GO:0003735	60S ribosomal protein L32-1
111885531	molecular_function	GO:0003735	60S ribosomal protein L32-1
111885531	cellular_component	GO:0005840	60S ribosomal protein L32-1
111885531	cellular_component	GO:0005840	60S ribosomal protein L32-1
111885531	biological_process	GO:0006412	60S ribosomal protein L32-1
111885531	biological_process	GO:0006412	60S ribosomal protein L32-1
111885531	cellular_component	GO:0022625	60S ribosomal protein L32-1
111885532	molecular_function	GO:0047262	galacturonosyltransferase 8
111885533	biological_process	GO:0006790	adenylylsulfatase HINT3
111885533	biological_process	GO:0009150	adenylylsulfatase HINT3
111885533	molecular_function	GO:0047627	adenylylsulfatase HINT3
111885537	molecular_function	GO:0005515	pentatricopeptide repeat-containing protein At3g07290, mitochondrial
111885538	molecular_function	GO:0004197	senescence-specific cysteine protease SAG39
111885538	cellular_component	GO:0005615	senescence-specific cysteine protease SAG39
111885538	cellular_component	GO:0005764	senescence-specific cysteine protease SAG39
111885538	biological_process	GO:0051603	senescence-specific cysteine protease SAG39
111885539	molecular_function	GO:0008194	UDP-glycosyltransferase 79A2
111885540	biological_process	GO:0000413	peptidyl-prolyl cis-trans isomerase FKBP15-1
111885540	molecular_function	GO:0003755	peptidyl-prolyl cis-trans isomerase FKBP15-1
111885540	molecular_function	GO:0003755	peptidyl-prolyl cis-trans isomerase FKBP15-1
111885540	biological_process	GO:0061077	peptidyl-prolyl cis-trans isomerase FKBP15-1
111885550	molecular_function	GO:0004970	glutamate receptor 1.3-like
111885550	cellular_component	GO:0005886	glutamate receptor 1.3-like
111885551	molecular_function	GO:0004970	glutamate receptor 1.3-like
111885551	cellular_component	GO:0005886	glutamate receptor 1.3-like
111885554	molecular_function	GO:0004970	glutamate receptor 1.4
111885554	cellular_component	GO:0005886	glutamate receptor 1.4
111885555	molecular_function	GO:0046872	heavy metal-associated isoprenylated plant protein 28
111885555	molecular_function	GO:0046872	heavy metal-associated isoprenylated plant protein 28
111885561	molecular_function	GO:0004672	CBL-interacting serine/threonine-protein kinase 20
111885561	molecular_function	GO:0005524	CBL-interacting serine/threonine-protein kinase 20
111885561	biological_process	GO:0006468	CBL-interacting serine/threonine-protein kinase 20
111885561	biological_process	GO:0007165	CBL-interacting serine/threonine-protein kinase 20
111885566	molecular_function	GO:0004553	xyloglucan endotransglucosylase/hydrolase protein 2
111885566	molecular_function	GO:0004553	xyloglucan endotransglucosylase/hydrolase protein 2
111885566	cellular_component	GO:0005618	xyloglucan endotransglucosylase/hydrolase protein 2
111885566	biological_process	GO:0010411	xyloglucan endotransglucosylase/hydrolase protein 2
111885566	molecular_function	GO:0016762	xyloglucan endotransglucosylase/hydrolase protein 2
111885566	biological_process	GO:0042546	xyloglucan endotransglucosylase/hydrolase protein 2
111885566	cellular_component	GO:0048046	xyloglucan endotransglucosylase/hydrolase protein 2
111885568	molecular_function	GO:0004672	probable serine/threonine-protein kinase PBL26
111885568	molecular_function	GO:0005524	probable serine/threonine-protein kinase PBL26
111885568	biological_process	GO:0006468	probable serine/threonine-protein kinase PBL26
111885571	molecular_function	GO:0008233	uncharacterized LOC111885571
111885571	molecular_function	GO:0008233	uncharacterized LOC111885571
111885571	biological_process	GO:0070646	uncharacterized LOC111885571
111885572	molecular_function	GO:0004970	glutamate receptor 1.3
111885572	cellular_component	GO:0005886	glutamate receptor 1.3
111885573	molecular_function	GO:0004970	glutamate receptor 1.3
111885573	cellular_component	GO:0005886	glutamate receptor 1.3
111885575	molecular_function	GO:0008171	caffeic acid 3-O-methyltransferase
111885575	molecular_function	GO:0008171	caffeic acid 3-O-methyltransferase
111885575	molecular_function	GO:0008757	caffeic acid 3-O-methyltransferase
111885575	biological_process	GO:0019438	caffeic acid 3-O-methyltransferase
111885575	biological_process	GO:0032259	caffeic acid 3-O-methyltransferase
111885575	molecular_function	GO:0046983	caffeic acid 3-O-methyltransferase
111885576	biological_process	GO:0006621	uncharacterized LOC111885576
111885576	biological_process	GO:0006621	uncharacterized LOC111885576
111885576	cellular_component	GO:0016020	uncharacterized LOC111885576
111885576	cellular_component	GO:0016020	uncharacterized LOC111885576
111885576	molecular_function	GO:0046923	uncharacterized LOC111885576
111885576	molecular_function	GO:0046923	uncharacterized LOC111885576
111885581	molecular_function	GO:0004674	serine/threonine-protein kinase OXI1
111885581	molecular_function	GO:0004674	serine/threonine-protein kinase OXI1
111885581	molecular_function	GO:0005524	serine/threonine-protein kinase OXI1
111885581	cellular_component	GO:0005634	serine/threonine-protein kinase OXI1
111885581	cellular_component	GO:0005737	serine/threonine-protein kinase OXI1
111885581	cellular_component	GO:0005886	serine/threonine-protein kinase OXI1
111885581	biological_process	GO:0006468	serine/threonine-protein kinase OXI1
111885581	biological_process	GO:0006468	serine/threonine-protein kinase OXI1
111885582	cellular_component	GO:0016020	vesicle-associated membrane protein 721
111885582	biological_process	GO:0016192	vesicle-associated membrane protein 721
111885583	molecular_function	GO:0005515	protein SULFUR DEFICIENCY-INDUCED 1
111885584	biological_process	GO:0000209	E3 ubiquitin-protein ligase CHIP
111885584	cellular_component	GO:0005737	E3 ubiquitin-protein ligase CHIP
111885584	biological_process	GO:0006515	E3 ubiquitin-protein ligase CHIP
111885584	biological_process	GO:0043161	E3 ubiquitin-protein ligase CHIP
111885584	biological_process	GO:0045862	E3 ubiquitin-protein ligase CHIP
111885584	molecular_function	GO:0051087	E3 ubiquitin-protein ligase CHIP
111885584	molecular_function	GO:0061630	E3 ubiquitin-protein ligase CHIP
111885584	biological_process	GO:0071218	E3 ubiquitin-protein ligase CHIP
111885585	molecular_function	GO:0008171	caffeic acid 3-O-methyltransferase
111885585	molecular_function	GO:0008171	caffeic acid 3-O-methyltransferase
111885585	molecular_function	GO:0008757	caffeic acid 3-O-methyltransferase
111885585	biological_process	GO:0019438	caffeic acid 3-O-methyltransferase
111885585	biological_process	GO:0032259	caffeic acid 3-O-methyltransferase
111885585	molecular_function	GO:0046983	caffeic acid 3-O-methyltransferase
111885587	molecular_function	GO:0008194	UDP-glycosyltransferase 87A2
111885589	molecular_function	GO:0003677	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885589	molecular_function	GO:0003677	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885589	molecular_function	GO:0003899	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885589	molecular_function	GO:0003899	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885589	cellular_component	GO:0005665	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885589	cellular_component	GO:0005666	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885589	cellular_component	GO:0005736	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885589	biological_process	GO:0006360	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885589	biological_process	GO:0006366	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885589	molecular_function	GO:0008270	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885589	molecular_function	GO:0008270	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885589	biological_process	GO:0042797	DNA-directed RNA polymerases I, II, and III subunit RPABC5
111885591	molecular_function	GO:0003934	GTP cyclohydrolase 1
111885591	molecular_function	GO:0005525	GTP cyclohydrolase 1
111885591	cellular_component	GO:0005737	GTP cyclohydrolase 1
111885591	biological_process	GO:0006729	GTP cyclohydrolase 1
111885591	molecular_function	GO:0008270	GTP cyclohydrolase 1
111885591	biological_process	GO:0046654	GTP cyclohydrolase 1
111885592	molecular_function	GO:0003723	uncharacterized LOC111885592
111885593	biological_process	GO:0007140	protein XRI1
111885593	biological_process	GO:0007143	protein XRI1
111885596	molecular_function	GO:0003700	transcription factor bHLH62
111885596	cellular_component	GO:0005634	transcription factor bHLH62
111885596	biological_process	GO:0006355	transcription factor bHLH62
111885596	molecular_function	GO:0046983	transcription factor bHLH62
111885598	molecular_function	GO:0005515	uncharacterized LOC111885598
111885601	molecular_function	GO:0004553	xyloglucan endotransglucosylase/hydrolase protein 2
111885601	molecular_function	GO:0004553	xyloglucan endotransglucosylase/hydrolase protein 2
111885601	cellular_component	GO:0005618	xyloglucan endotransglucosylase/hydrolase protein 2
111885601	biological_process	GO:0010411	xyloglucan endotransglucosylase/hydrolase protein 2
111885601	molecular_function	GO:0016762	xyloglucan endotransglucosylase/hydrolase protein 2
111885601	biological_process	GO:0042546	xyloglucan endotransglucosylase/hydrolase protein 2
111885601	cellular_component	GO:0048046	xyloglucan endotransglucosylase/hydrolase protein 2
111885603	molecular_function	GO:0003723	40S ribosomal protein S2-4
111885603	molecular_function	GO:0003723	40S ribosomal protein S2-4
111885603	molecular_function	GO:0003735	40S ribosomal protein S2-4
111885603	molecular_function	GO:0003735	40S ribosomal protein S2-4
111885603	cellular_component	GO:0005840	40S ribosomal protein S2-4
111885603	cellular_component	GO:0005840	40S ribosomal protein S2-4
111885603	biological_process	GO:0006412	40S ribosomal protein S2-4
111885603	biological_process	GO:0006412	40S ribosomal protein S2-4
111885603	cellular_component	GO:0022627	40S ribosomal protein S2-4
111885604	biological_process	GO:0006355	protein FAR1-RELATED SEQUENCE 6-like
111885604	molecular_function	GO:0008270	protein FAR1-RELATED SEQUENCE 6-like
111885612	molecular_function	GO:0004791	thioredoxin reductase NTRC
111885612	cellular_component	GO:0005737	thioredoxin reductase NTRC
111885612	biological_process	GO:0019430	thioredoxin reductase NTRC
111885613	molecular_function	GO:0005515	uncharacterized LOC111885613
111885613	biological_process	GO:0034975	uncharacterized LOC111885613
111885613	cellular_component	GO:0072546	uncharacterized LOC111885613
111885617	biological_process	GO:0007010	villin-3
111885617	biological_process	GO:0051014	villin-3
111885617	molecular_function	GO:0051015	villin-3
111885617	molecular_function	GO:0051015	villin-3
111885620	cellular_component	GO:0005634	transcription initiation factor IIB-2
111885620	biological_process	GO:0006352	transcription initiation factor IIB-2
111885620	biological_process	GO:0006352	transcription initiation factor IIB-2
111885620	molecular_function	GO:0017025	transcription initiation factor IIB-2
